text	prediction	probability
"Dr. Dennis, I must correct you. Young Mitchell is not my friend. He has been nothing but cruel and unkind."	0	0.036173
I don't in the least understand what you are talking about. Of what interest could it have been to Dr. Dennis what I am doing; and why should he have delivered a lecture?	0	0.029077
"Dr. Dennis seems so interested in our card game," Flossy said, her cheeks flushing and her eyes wide with surprise. "I can't understand why he should care so much."	0	0.061661
I haven't them ready, Dr. Dennis; I'm real sorry, and it's my fault, too. I had time to copy them, and I just didn't do it.	0	0.028365
"Oh, Dr. Dennis, I'm so sorry! I meant to have these names ready, but you see, I got caught up in helping the children and forgot all about it. I promise I'll have them done by tomorrow."	0	0.040684
I have not been very often, it is true; but I intend to reform in that respect in the future. I mean to go whenever I can, and I mean to go always to the First Church.	0	0.035589
"Colonel Baker," Flossy said, her cheeks flushing, "I've been thinking how much I miss the church services. I vow to start attending more regularly."	0	0.026809
No, I didn’t mean to; and as to that, I never meant to do anything that was not just right in my life; but I meant to have just exactly my own way of doing things, and I tell you I took it. Now, Marion, while I blame myself as no other person ever can, I still blame others. I was never taught as I should have been about the sacredness of human loves, and the awfulness of human vows and pledges.	0	0.032555
"Marion, I have wronged you deeply. I can never undo what I've done, but I promise to make amends and be better from now on."	0	0.043453
And your muster? How do you collect your men, Captain, and what number could you bring into the field—pardon, I ought to say, into the streets, with six hours' notice? All armed?	0	0.034077
"Monsieur, your zeal is commendable," De Vaucourt said, his eyes narrowing. "But I require more than zeal; I need speed and precision."	0	0.170416
I will not argue the point with you. You must make your own choice. It is quite simple—life or death!	0	0.034464
"Gentlemen, we have no time to waste! We must choose our fate now, or it will be chosen for us."	0	0.040577
Did you not hear it? It is quiet now, but it was loud enough a moment back. Do not look so scared, child; it is nothing.	0	0.025541
"Rosine, did you hear that? It must have been just a dream."	0	0.037665
That is why I brought her to Paris, in order to lose ourselves in the crowd of this great capital. That is why I took an apartment for herself and her grandmother, here in this very street, near you and Coupe‑tête, who are our only friends, and lodged myself where I can see her, and watch over her day by day. I am strong.	0	0.029077
"Léonie, I will not let anything harm Rosine. I have planned to bring her to Paris where we can be safe and secure our future together."	0	0.024883
Pardon, mademoiselle! Permit me to offer my assistance; there-take my hand in yours; don't be afraid of hurting me, I can bear a good deal of squeezing without crying out. Excuse me if I embrace you too tightly: from such a situation one is only extricated by main force.	0	0.033607
"Ah, my dear friend, life is but a game of chance, and I am but a player. Let us raise a toast to good fortune and fine company."	0	0.030601
Friends! Ye call that man a friend? Tell me how did he know ye were goin for turf the day?	0	0.023133
"Nan, I've had enough of your secrets! You either tell me the truth or I'll find out myself!"	0	0.029520
Oh, God help me, an God help us all, an' keep us for Christ's sake. Amen.	0	0.024643
"Oh, Lord, please help me! I don't know what to do," Nancy sobbed, her voice trembling.	0	0.098243
I can't think how you came by such a notion, Marian,	0	0.026917
"Marian, my dear, you mustn't go there. It's not safe. That woman has a reputation, and we can't afford any trouble."	0	0.110811
I know you, Frank, you rascal; I know you.	0	0.047889
"Well, boys, it's been a long journey, but I wouldn't trade my green fingers for anything."	0	0.033156
I know it, I know it. It's hell itself. And you, Frank Barry, you of all men, you with the truest woman for sweetheart and wife in all the world, you to do this!	0	0.026998
"Frank, you've sinned against me and yourself. You must repent and make amends."	0	0.032032
Wantin' to run off to your uncle, indeed! Yes, that's what he was after, Nan.	0	0.026861
"I'm thinking 'bout leavin' Inishrath, me darlings," John said, puffing on his pipe. "The work's too hard, and I'm gettin' too old. But I'll miss ye all."	0	0.098405
Its getting late, Mrs. Butler. I must be off, I fear.	0	0.023780
"Mrs. Butler, it's been a pleasure. I must be off now, but I'll see John soon."	0	0.252651
Hello, uncle, I didnt expect to find you up so late.	0	0.021438
"Uncle Hugh, I've been walking all day, my legs are killing me. But I've got your letter right here, and it's worth every step."	0	0.035159
He deserves the very best the world can give him. There's not his like in all London. Your pity!	0	0.022659
"Frank, I know you think highly of Ted, but he's not the man for you. You deserve someone who truly understands and loves you."	0	0.034134
Who would save Ireland, sir? Would England, sir? Would politicians, sir?	1	0.879134
"I say, lads, we're Irishmen, born and bred! We can't be contented with these English ways. We must fight for our land and our rights!"	0	0.036074
Thank you for the money. I am most careful, and am keeping a strict account. Yes; it is quite sufficient.	0	0.026268
"Frank, thank you so much for your help. I'm glad you could send the money. The boy is doing better now."	0	0.077989
Aw, yes, we've come to an understandin' at last.	0	0.024786
"Barry, we've come to terms at last. I'm glad, for Nan and me."	0	0.031673
I'll allow ye. By God, I'll allow ye! Come out.	1	0.683402
"Nan, I didn't mean to hurt your feelings," said Ted, his voice low but firm, "but I won't let anyone walk all over me."	0	0.047415
Let me go; let me go. I'm a fool. No one cares for me now.	0	0.038515
"Oh, what a weary road I've traveled," Frank sighed, tucking his Bible under his arm. "But it's time to say farewell, my friend. The dawn calls me."	0	0.133559
Its this, its about yourself. What ails ye? I don't like to see ye.	0	0.021663
"Mr. Bullock, I must say I am quite perplexed. You have been acting most strangely lately. What has happened?"	0	0.037106
I don't believe you. I believe you are as false now as you have always been. Your weakness and thoughtlessness, your talk of pity and help!	0	0.025113
"Oh, John, I can't bear it! It's too much to bear!"	0	0.477468
It'll be fine weather, Mr. Barry?	0	0.024210
"The weather's fine today, Hugh," Nancy said brightly, "but I'm afraid it won't last."	0	0.027827
Well, Frank, my boy, what's your opinion, now, of things in general?	0	0.024827
"Ah, Frank, my boy, it's good to see you! I've been tending to my little darlings out there. What news do you bring?"	0	0.035839
Now, Mr. Barry, now I'll do till supper time. Faith, an' bad manners to me keepin' ye there this long. But you'll know, sacks an stomachs were made to be filled.	0	0.022911
"Well, Mr. Barry, I'm thinkin' we'll have to get down to business soon enough. The crops are lookin' good, but we can't afford to wait too long."	0	0.065470
Ay, ay. Love an' blarney, love that makes the world go round, an' blarney that keeps it goin. Ay, ay.	1	0.967152
"Sure, I'll do me best, but I'd rather be at home with me tea and me pipe."	0	0.029564
Yes, its that, Marian? Well, and I have come to tell you to help you get it back. Listen to me, Marian.	0	0.021910
"Marian, I know I've been a fool," Frank began, his voice low but firm, "but I'm not that kind of man anymore. I promise you, I'll do anything to make it right."	0	0.047307
Listen, Marian. I've something to say to you, and I must say it. I've come to bring you back.	0	0.024167
"Marian, I know you can hear me. Please, just say something. I've come so far to see you."	0	0.034098
I am sure, I am quite sure we should all be so glad if you and Lady Sylvia would come over and spend the evening with us; we would make Lady Sylvia the presiding fairy to distribute the gifts from the Christmas-tree. It is the most splendid one we have ever had—	0	0.035404
"Lady Sylvia, I am so delighted to invite you to our Christmas gathering! It will be a celebration of warmth and festivity, where we shall share joy and laughter."	0	0.035945
Look here, child. Do you see that? That is a fork.	0	0.036047
"My dear lady, you must hold the fork like so," said Queen T—, with a gentle smile, "and remember, it's not just for show; it's for eating."	0	0.034348
You see, Lady Sylvia, I am only an apprentice as yet. I am only learning how to use my tools. And the fact is, there is not one man in fifty in the House who fancies that any tools are necessary.	0	0.023959
"I must confess, I am vexed," Hugh replied, his voice tinged with frustration, as he stared out the window, the shadows of his dark eyebrows deepening over his intense gray eyes.	0	0.036174
It must be a good thing for a man to have a woman beside him whose very presence will make the world sweet and wholesome to him.	0	0.024993
"A woman's place is in the home, where she can support her husband and raise a family. But," Balfour added, "a wife should also have her own interests and independence."	0	0.040772
I am sure Mr. Balfour would rather walk, papa, for I have discovered a whole series of short-cuts that I want to show him—across the fields. Unless it will tire you, papa ?	0	0.023466
"Lord Willowby, I have a few shortcuts that will save us time. Would you care to join me? I believe Balfour would appreciate your company."	0	0.024729
Look at the wines. The claret is nearly all Lafitte. I suppose those toadies of his have supplied him with a vin ordinaire at 120 shillings a dozen.	0	0.022429
"The wine is excellent," said Lord Willowby, his eyes twinkling with interest. "But I fear the prices are rather steep for such a state of affairs."	0	0.047301
I, at least, will not interfere in this election. Gentlemen, good-morning. Eugenius, the chaise is at the door.	0	0.025392
"I shall not meddle in this election," she said firmly, "nor will I hear any more talk on the subject."	0	0.026260
You must excuse me, Sylvia; I cannot possibly go over with you to lunch. I have some business which will detain me half an hour at least—perhaps more. But your uncle and aunt can go with you.	0	0.024645
"I thank you kindly, Miss Grant, but I think I shall pass on the lunch today. I have some matters to attend to."	0	0.028351
But how would you explain this working of His power? We are too fond of explaining things nowadays. And until we know how to use them we shall probably not get the wings.	0	0.021778
"Mr. Henderson, I believe in miracles. God heals, not man."	0	0.043272
I am very much disappointed in Summerglade's contribution-very much disappointed indeed. I consider it most shabby. As a matter of fact I don't think it is large enough to entitle them to a grant from the Guild at all.	0	0.032515
"I'm afraid Mr. Summerglade's contribution won't do at all," Annabel said, her eyes narrowing as she scrutinized the garment. "We'll have to find something else."	0	0.039797
Well, you see, Master Reggie, when I was that set against his coming to the Manor, he was strong and well, and so could stand up to me, as you might say: but now he is too weak and ill to hurt a fly. There's lots of folks as you can't stand at any price when they are able to stick up for themselves: but when they are knocked down you'd do anything you could to help them to get up again.	0	0.030989
"Frank, I must apologize. I was wrong to be so hostile. Your suffering is real, and I can see now that you're a good man."	0	0.039034
But smoking or no smoking, it's a fair treat to see you and Miss Annabel at home again, for when all's said and done the house don't seem like the house without you. For my part, I don't hold with so much gadding about.	0	0.024092
"Oh, Miss Annabel would never approve, but sometimes a little smoke does wonders for the rheumatism," Ponty said, her eyes twinkling as she puffed contentedly on her pipe.	0	0.026860
So it is for ordinary jewellery, but wedding-rings, I have always heard, are made of twenty-two carat. At least that is what is generally believed; but I cannot say whether it is more than a tradition, like the idea that the sun will put a fire out.	0	0.025511
"A ring is but a symbol," Arthur said softly, his eyes fixed on mine. "It binds us not in chains, but in love's eternal promise."	0	0.040796
I'm quite well. And you? I was instructed to communicate with you as soon as I had anything of importance to send over.	0	0.022333
"Miss Liebmann, I understand your request. My mission is clear. I will do my utmost to ensure its success."	0	0.034516
I assure you, sir, that I acted from the best of motives. I am deeply grateful to you, sir, for your kindness, and I assure you I shall do my best to justify it. I am sure you will see that for the young woman to have been placed under arrest while in my rooms would have been a serious blow to her reputation.	0	0.050300
"I understand I am under arrest," said Bob Hoffman calmly, "but I assure you, my actions were entirely justified."	0	0.025038
Your excellency why should I be placed under arrest? I am trying to serve your interests.	0	0.025373
"I'm sorry, sir, but I had to do it. The lives of many depend on this."	0	0.061243
What can I do for you my girl? What is your name?	0	0.032847
"What's your name, miss? And where do you come from?"	0	0.038983
My friend, from now on, please understand that I represent Herr Schwartz, here in London. You have been suspicious of me, from the start, as indeed we have been of you. The time for all that is ended.	0	0.022200
"I am here to represent Herr Schwartz," Patricia said firmly, her eyes meeting his without flinching. "Do not think I am weak or easily swayed. I have my own convictions."	0	0.038327
I have cut the thongs from Sha-hehe. Cover her and heal her, old woman, against the time I come again. I shall want her then.	0	0.022231
"I have loosed the bonds of Sha-hehe," he declared, his voice echoing ominously. "Now, woman, heal him or face my wrath!"	0	0.036836
Wait: I have tea that my father got at Fort Simpson. I will bring you some; it will do you good.	0	0.022521
"Tashekah, my friend, welcome to our home. May the Great Spirit bless you. Here, take this bracelet as a token of our friendship."	0	0.033248
I would make his blood run, Ka-kee. I can do it. See my hand!	0	0.024334
"I will try, my brothers," said Kah-sha, his voice trembling slightly, "to ease the pain of our little brother."	0	0.028097
He has never stood on them since that dreadful night. All his life is in his head. You can see that he knows things that other people never think.	0	0.024443
"Oh, my heart! He fell from the cliff, and I found him like this, poor little one."	0	0.027607
Then I will stay; my heart shall be strong to do it; and I have been too long away from poor little Ch-one	0	0.027740
"Tashekah, I will not leave my people's needs. We must find Ch-one and bring him back safe."	0	0.023369
Your daughter is a faded bearskin; she's worth nothing to me. I shall never trouble myself to ask you or your tribe for so much as a rabbit-skin—it would be a cheat. Do you want to hear more?	0	0.024132
"Give me your blankets, or face my wrath!" he roared, his eyes blazing with malice.	0	0.031129
So, so, my fair one, you are courting the raven tonight? He is a black lover for the rice-blossom. Let us awaken his jealousy—he will hold you the tighter by and by.	0	0.022441
"Awaken the jealousy, my child," Yealh-neddy hissed, his eyes glowing with malice. "Let the raven feel the sting of your hatred, for only then will his power wane."	0	0.046398
I thank you much if you will give me even a little of his word-my soul is more in need than my body has been this day; my heart is more cold, more hungry, more sick, more blind than my body can ever be. O friend, if you have medicine for sick souls, give me some before I die! I have seen you talking to your great Spirit—you have found one who makes you not afraid.	0	0.030772
"Oh, Samuel, my brother, guide me in the ways of the Great Spirit! My heart is heavy with sorrow, and I feel lost without His light."	0	0.031443
You are one of us now, I have long waited for your coming. You have been watched. Ha!	0	0.022882
"Welcome, friend," said Richard Archer, his eyes gleaming with a fierce light. "We are ready to strike down tyranny. Join us if you dare."	0	0.030495
Young man, it is fifty years and more since I first heard discussions on these subjects which now interest you—and the whole world—so deeply. I have sat at tables where Voltaire, Diderot, D'Alembert, even your Bolingbroke, freely discussed the sovereignty of the people. I have lived to see these ideas put in practice across the ocean.	0	0.028138
"Ah, my dear friend, the Enlightenment has indeed spread its light far and wide. My estates in France have been influenced by these ideas, striving to improve the lives of those who work them."	0	0.026849
Alas! what things have fallen upon me since last I stood here!	0	0.021459
"Oh, how I long for peace! The past year has been such a turmoil."	0	0.048138
General Washington himself! He is going somewhere. I wish I knew where he is going.	0	0.025976
"General Washington looks like he's leading us to victory," said Lee, his eyes gleaming with determination. "The siege is going well, and I can't wait to see what comes next."	0	0.090670
Lee Bowie, you are a brave fellow. I mean to be over there at Manchester, on the other side of the James, at about ten oclock to-morrow. Get across as soon as you have learned all you can, but you may not be able to do that the first day.	0	0.026800
"I want you to leave this place at once, and don't let me see your face again. You're a disgrace to our state."	0	0.035542
Bring the young wolf to me. Ill see what there is in him.	0	0.021468
"Bowie! I demand you bring that boy to me this instant!"	0	0.033402
An apple orchard smells like wine; A succory flower is blue; Until Grief touched these eyes of mine, Such things I never knew.	0	0.028649
When sorrow's cup doth overflow, And tears like wine are shed, Each drop that falls doth teach us more Than all the world beside.	0	0.056170
There is a house builded of God, Beyond the fret of time or clod;	0	0.025985
In Spicewood's pages, God is praised, Where nature's beauty doth unfold.	0	0.031912
I knew an old house by a wood, A very lovely thing; There flag-flowers blew; and it was good To come that way in spring.	0	0.025147
In Spicewood's pages, where the words do sing, A tale of love and loss, of heart's true spring; Where every line a story doth entwine, And love's sweet thing in verse doth take its sign.	0	0.039621
It is from a play set in Denmark.	0	0.023187
1880 readers would recognize it as from Shakespeare's Hamlet.	0	0.022697
Changes vast, and quick succeeding, E'er on Hist'ry's page we find, Noting rise and fall of nations, Typical of public mind E'er desiring something novel. Now a century has flown, Noting years of independence, In which stars and stripes have grown, And the eagle's spread his pinions larger o'er the States' dominions.	0	0.278157
C ounting the years, the centuries gone by, E ighty-one have passed since our fathers came N ew England's soil to till and to tame; T heir sturdy hearts were full of high resolve, N ot for themselves alone, but for all, N ever to yield to the tyrant's will, Y et never to trample on human right. F irst came the Pilgrims, then the Puritans, A nd after them came the brave Yankees, W ho built their homes on the forest's edge, S eeking a land where they might freely live, T rue to their faith, true to their native land.	1	0.692128
There's a shadow ever creeping O'er us always, waking, sleeping;	0	0.028106
1. The creeping shadow, slow and stealthy, 2. Upon the earth its darkling weight doth cast.	1	0.957102
And when darkest shades are creeping, Then we'll wake where is no sleeping.	0	0.021724
In the quiet of night's deep sleeping, Dreams of olden times softly creeping.	0	0.024895
When God pronounced his work all good He must have thought of the old oak wood, Of the old oak wood on an autumn day With the sunshine goldening all that way	1	0.923578
In the oak wood's deep shade, where the mossy floor Glistens with the light of the setting sun, The wind whispers low through the leafy boughs, And the shadows dance to the rustling sound.	0	0.091398
O gentle days of Autumn! O holy days of gray! That with an inner rapture In meditation stray.	0	0.071218
1. The leaves fall softly, rustling brown, 2. A gentle breeze through branches swoon, 3. The sun descends with golden light, 4. And autumn days their warmth take flight.	1	0.965083
Spirit Immortal surely this must be A vision of Thy glory: on the hills A beauty not of earth, the light that fills The chambers of Thy presence eternally!	0	0.026270
O Thou who paintest skies with hues divine, And bid'st the sun descend in fiery sheen, How sweetly dost thou dip thy brush in gold, And spread thy masterpiece o'er earth and sea!	0	0.073938
This is five-foot iambic verse, with alternate (abab) rhyme.	0	0.023776
4/4 meter; ABAB rhyme scheme.	0	0.368793
I made no friends; as soon as school was done I used to trudge off gravely by myself To lord it in the kingdom of my choice; A pebbly beach, walled in on every side	0	0.071215
I, child of the salt spray's kiss, In the cradle of the sea, When the world was but a bliss Of the sun and the waves for me, Lived alone with the tides' sweet song, And the whispering wind's soft throng, And the stars that watched o'er my bed, And the moon that bathed me in her light.	0	0.412917
All this has science wrought. So much is now Done by machinery, that the race of men Are scarcely more than tools in the great mill Of modern industry.	0	0.044143
In factories where once the sun's warm light Felt like a mother's kiss upon the skin, Now iron hands, with cruel, cold design, Forge souls to steel, and crush the human kin. Where rivers ran with laughter, now they flow With tears of oil, and poison every shore; Where birds sang sweetly, now their voices stow Their songs in cages, while the skies are sore. And man, once noble, walks a shadowed path, His spirit crushed beneath the weight of gold; For science, though it lifts us up aloft, Has made us slaves to machines, and thus We lose the grace of life, and all	1	0.795635
Green Valley, Pa., May 1, 1876. DEAR SIR, I have the honor of introducing to your acquaintance Mr. William Worthy, whom I commend to your kind attentions. Jane Faithful.	0	0.068905
Dear Sir, I have the honor to introduce to you my friend, Mr. William Worthy, who has come to this city on business. I am sure he will find him very agreeable company. I have the honor to be, Sir, your obedient servant, Jane Faithful.	0	0.034328
but he was dauntless	0	0.052657
but he was determined to do it	0	0.040361
for Margaret always said, "They are all orphans alike."	0	0.022394
because she had always been so kind and loving to the poor little orphans	0	0.043026
We won because we had more substitutes and more supplies; and also from the force of a larger patriotism on our side.	0	0.021012
The relentless attrition of constant conflict drained both sides of strength and resolve.	0	0.021138
although he wanted above all things to be an author	0	0.045478
but he also found joy in his work and in his family	0	0.054191
so long as you can better the lives of your fellow-beings	0	0.029309
Write a clause appropriate for this book that could stand in the position marked by [missing clause describing a condition]:	0	0.054739
if we mortgaged the farm."	0	0.035003
if we could earn it honestly	0	0.024474
if perchance he has failed, haunting the places where fortune has deceived him, like an unquiet ghost	0	0.033915
or, in the face of any old miser, clutching at his hoarded gold as if it were the only thing that mattered	0	0.047108
then it was base	0	0.033414
it becomes a sin	0	0.044773
That is the logical result of losing the knowledge of spiritual things,-a life without real interest, without deep worth,—a life with a broken spring.	0	0.023391
If he is mistaken, then everything does interest him, and everything does appear worthy his attention.	0	0.021627
but increased, by a perception of their exquisite form and finish	0	0.023523
if we are aware of the tension between the poetic beauty and the historical accuracy of these ancient texts.	0	0.026460
though limited, is definite and sufficient	0	0.026967
... is only one portion of the total universe."	0	0.100431
because there can be no higher practical result of effort	0	0.022191
It is the translation, through many languages, of the true, divine purpose of all the work and labour that is done beneath the sun, into one final, universal word.	0	0.023632
inasmuch as the control of the gas is accomplished without the interference with apparatus upon the table and without inconvenient reaching	0	0.025915
This arrangement permits the utilization of wider space	0	0.029245
so that he may be fitted to make his way without assistance	0	0.028108
to encourage independent thinking and problem-solving skills	0	0.110013
Thus held the rod is firm, while easily removable, and the level space about the rod permits a more advantageous disposal of apparatus than is possible when the rod is held in a movable platform.	0	0.024586
This arrangement ensures easy access to frequently used chemicals while maintaining a tidy workspace.	0	0.033028
The sinks, however, are of iron instead of porcelain, and the bottoms of the draft chambers are sinks instead of plain soapstone tables.	0	0.025701
However, the basement laboratory for organic chemistry requires additional ventilation due to the nature of its experiments.	0	0.023025
but the fume closets were found sufficient	0	0.022459
but it has never been used for its intended purpose	0	0.036043
Hence it was natural that wood should be the prevailing material of Phoenician architecture, while it was almost banished from that of Egypt.	0	0.026348
This indicates that the artistic contributions of Hiram's artisans were not only diverse but also highly skilled, reflecting the wealth and sophistication of Solomon's kingdom.	0	0.030301
though the former gives their width and height, while the latter does not mention them at all	0	0.076618
but the height of the building is not mentioned	0	0.047334
But the picture of the past year, and the last of his greater efforts, seems to me to fail on the ethical side.	0	0.021728
Yet, these gentle visions stood in stark contrast to the overt eroticism of his other works, creating a unique duality in his artistic expression.	0	0.030378
however, that the Oracle or Holy of Holies of Solomon's Temple, like unto the Tabernacle, had no light, neither windows, nor candlestick, and if it had had the one it would also have had the other	0	0.078321
10 cubits is a very small porch compared to the grandeur of the temple's interior	0	0.049799
if so be his pleasure was otherwise	0	0.023665
and if she were found out, she would be executed	0	0.036911
for what they lost in length he quadrupled in height	0	0.024046
because he was anxious to make the temple appear as large as possible	0	0.039594
so that Solomon employed not his own people to build his Temple; of them it is distinctly stated he made captains and over-lookers only	0	0.030599
and it was natural that they should regard the erection of such buildings as a symbol of subjection	0	0.046619
so I do not advocate carrying it far, but history or some science would be a good counterpoise for a mind given to the study of beauty alone	0	0.026281
it is better to concentrate on subjects that bring joy and fulfillment	0	0.043224
for though regularity is as important for health as for a wise life, it cannot be an iron regularity, especially if a girl is at all delicate	0	0.027657
because some people have irregular work schedules or health conditions that affect their natural sleep patterns	0	0.038118
though certainly not brilliant in mathematics	0	0.030910
	0	0.341272
But the independent young lady instantly took the money and invested it all in a beautiful piece of lace which she sent as a present to the convalescent.	0	0.025333
She accepted the money graciously, understanding that it was a token of gratitude rather than a payment for her service.	0	0.040301
So a woman who has them is almost sure of a modest support.	0	0.022222
Therefore, even without marriage, these skills provide a reliable means of earning a modest living.	0	0.023496
if the old principle of architecture is always remembered	0	0.026312
provided it does not detract from the utility of the object	0	0.044573
The world was better because she used her gift, and she was happier, as all are who exercise their powers.	0	0.024803
Perhaps she blocked the way of less fortunate physicians because she was so highly skilled and dedicated to helping the needy.	0	0.023238
This will cause a better development of root to take place and will lead to a thriftier, stockier plant.	0	0.025735
This practice helps prevent the plants from expending energy on growing tall stalks at the expense of developing robust roots.	0	0.026188
so large growers of cucumbers prefer such seed where the percentage of germination is low	0	0.022946
the weaker seeds are eliminated.	0	0.025960
But on the vines they are not so crowded; each one stands sufficiently alone to reveal its loveliness.	0	0.021000
However, this abundance can quickly turn into a wasteful act if not managed carefully.	0	0.024403
It is therefore easy for a school to obtain a good variety of colors of German Iris by means of clumps and divisions received as gifts from home gardens.	0	0.022477
196 By dividing and replanting these irises regularly, gardeners can ensure a continuous supply of vibrant blooms for their borders.	0	0.043658
if purchased when small, are inexpensive	0	0.022112
are quite hardy and can be grown outdoors in many climates	0	0.070968
although they are otherwise quite unlike plants	0	0.027412
but they are not as cold-hardy as tarragon.	0	0.027363
because it is incidental to garden instruction and training	0	0.025782
because the school can produce plants at a lower cost due to reduced overhead and labor expenses.	0	0.030308
but certainly should never appeal to an educated American	0	0.026747
It is a practice that stands in stark contrast to the natural beauty and simplicity of the flowers themselves	0	0.038422
But in our days of Indifferentism, which are not blessed with the charm of the new nor with the sweetness of the old in Religion, the prerogatives of nature have a special claim on priests.	0	0.022971
But as the modern world arose, the human element became essential again, as the spiritual ties weakened and the need for physical bonds grew stronger.	0	0.021744
for it was in the Second Plenary Council of Baltimore that the establishment of the University received its first consideration	0	0.027445
It is of great interest to note that the inception of the University was almost coincident with the beginning of your priestly life, when you were called to the priesthood and ordained a priest.	0	0.030107
if zeal and devotion to study are the essentials of university atmosphere, there is every reason to place this brief session on record as one of the most valuable in our educational history	0	0.024936
the atmosphere of the University was ennobled by their presence.	0	0.024699
However, if not in justification, at least in palliation of this procedure, it should be borne in mind that our situation in this country is characterized by many special difficulties.	0	0.023748
It may be due to the fact that our population is largely composed of immigrants from various countries.	0	0.025229
but rather that its results ought to surpass those of others, especially in the formation of character	0	0.027674
whilst he was aware that many Protestants were critical of his methods.	0	0.023402
Hence it is not surprising that the writer has seen today for the first time a newspaper clipping in which she is quoted as an authority in settling a dispute of which she has never heard.	0	0.023780
This chartering and degree-granting power would have been a significant development in the history of St. Mary's College.	0	0.026976
so that by practicing a wise economy in nerve and brain power we may realize a sustained efficiency	0	0.022873
so that we may avoid unnecessary wear and tear on our physical resources.	0	0.028103
though composed and reserved so far as gestures and bodily movements are concerned, yet sin grievously against decorum and gravity in their unfortunate habit of facial contortion	0	0.029706
822 "Shame itself!" hissed Lady Macbeth in the ear of her troubled and vision-seeing spouse. "Why do you make such faces?" Has not the query a definite and pertinent application to many teachers who, if they were to walk on tip-toe, would be about	0	0.353233
though in its wild state it	0	0.028028
	0	0.341272
but he continued exchanging specimens and seeds with European confrères	0	0.032577
but also brought him a measure of security	0	0.024454
for frequent mention is made of a certain Polly Howell and a Sally Samson, the latter "behaving for three evenings, especially the last, in a most engaging manner."	0	0.024329
He studied medicine under Dr. Nicholas Way of Wilmington, but never held a medical degree, none being required at that time for practicing in Pennsylvania; but, as it was customary to attend a course of lectures, he went to those by Shippen and Rush in Philadelphia	0	0.084135
So with renewed energy it was searched for through the mountains, but always without success.	0	0.022174
This belief persisted despite evidence to the contrary, illustrating his dedication to Michaux's original findings.	0	0.023197
But the search for remedies was keen in days when malaria and dysentery ravaged whole towns and paralyzed industry.	0	0.022814
The use of Seneca snakeroot by Dr. John Tennant and the extensive application of Lobelia inflata by Dr. Samuel Thomson created significant controversy among medical practitioners.	0	0.075591
if no painful complications arise, until the patient is cured	0	0.025556
34 The writer has discovered that no matter what the amount the patient declares he is taking, he can begin with less than fifty grains per week	0	0.112555
but this question at stake involves that which they won't consider as anything but weak, and that is the heart element	0	0.022788
15 but I am not sure that they have the same feeling toward the addict as they do toward the criminal	0	0.100864
for if this happens, the work of months is undone and the poor victim is drawn back to his old habits by his loss of self control	0	0.035397
38 It is then that the law should step in and the State provide the ways and means to permanent recovery.	0	0.026044
